name,latitude,longitude,address
酒田こぴあコープ店,38.93494615312144,139.84595035666624,山形県酒田市泉町１－１５
寒河江店,38.37347908802811,140.28705232681585,山形県寒河江市大字寒河江字赤田７１－１
１１２鶴岡店,38.71449223688112,139.84638430393824,山形県鶴岡市伊勢横内字畑福８４－１
上山ヨークタウン店,38.15113713341819,140.28856332055122,山形県上山市仙石字梅ノ木７８０－１
イオンモール天童店,38.34268929057859,140.36273825703347,山形県天童市芳賀タウン北４－１－１
１３号村山店,38.47761725074808,140.38242328625293,山形県村山市楯岡字楯岡西８０５４－２
南陽ヤマザワ店,38.04372219888184,140.15730218800837,山形県南陽市郡山５７８
１３号天童長岡店,38.32590018901624,140.36488635094722,山形県天童市中里７－４－２３
イオンモール山形南店,38.226508345086984,140.30589333198333,山形県山形市若宮３－７－８フードコート内
いわき湯本店,36.98729424122291,140.8691668269594,福島県いわき市常磐下船尾町古内２８９－７
１１５方木田店,37.73990831789536,140.44713999120913,福島県福島市方木田字水口１－４１
福島駅西口ショッピングセンター店,37.75381538213636,140.45875418932002,福島県福島市栄町１－１
会津若松店,37.50515351751938,139.94111406560523,福島県会津若松市滝沢町６－２５
いずみコープ店,37.77203529662955,140.44169206222483,福島県福島市森合字清水７
イオン福島店,37.788099195584145,140.45817212858216,福島県福島市南矢野目字西荒田５０－１７
イオンタウン郡山店,37.3891844134953,140.38748615571885,福島県郡山市松木町２－８８
あだたらコープ店,37.60422928877813,140.45998417278895,福島県二本松市油井字中田１－１
荒井ヨークベニマル店,37.368663391672975,140.3565611213346,福島県郡山市安積町荒井字西原１
会津アピオ店,37.52022137060216,139.91650109177186,福島県会津若松市インター西１１６
伊達ヨークベニマル店,37.820828199661385,140.50654311917435,福島県伊達市前川原５５
郡山富田カインズホーム店,37.42308747039422,140.36787217261713,福島県郡山市富田東４－２０
郡山新さくら通り店,37.3994222715761,140.33361395714815,福島県郡山市土瓜１－５７
イオン白河西郷店,37.12117948314289,140.17770019399538,福島県西白河郡西郷村大字小田倉字岩下１１－１
ザ・モール郡山店,37.398352317436306,140.37019196135896,福島県郡山市長者１－１－５６
門田ヨークベニマル店,37.48000649963946,139.93434715188027,福島県会津若松市天神町２２－１２
郡山駅西口店,37.39724545018589,140.38806908049435,福島県郡山市字燧田１９５
イオンタウン須賀川店,37.298656405146716,140.38577615037798,福島県須賀川市字古河１０５
会津若松Ｍ．ドン・キホーテＵＮＹ店,37.48390132598474,139.90448318257447,福島県会津若松市幕内南町９－１０
いわき小名浜店,36.96014830745481,140.90364980779222,福島県いわき市小名浜岡小名１９－２
郡山駅東ショッピングセンター店,37.40144435325716,140.39576600809363,福島県郡山市向河原町４－６１
４号線須賀川店,37.31128328989791,140.36601618208826,福島県須賀川市大字森宿字ヒジリ田１３－１
４号線南福島店,37.726430419694,140.466413100783,福島県福島市黒岩字堂ノ後４９－１
６号線相馬塚ノ町店,37.80078015680848,140.92834289672143,福島県相馬市中村字砂子田１３５－１
郡山安積店,37.365940455948724,140.36941318995963,福島県郡山市安積町荒井字戸蘭塔１－７
いわき植田店,36.92208347689763,140.78628481658973,福島県いわき市植田町根小屋１１－２
２８９新白河店,37.1225753573374,140.19479699454956,福島県白河市新白河２－１２１
喜多方店,37.647647327927494,139.87997612063677,福島県喜多方市江中子４１８１－１
４号線福島入江町店,37.76920925697497,140.48138403266196,福島県福島市入江町１５－１
いわき鹿島店,36.999670379409864,140.90990975260527,福島県いわき市鹿島町走熊字四反田７－１
イオンモールいわき小名浜店,36.946779508305994,140.90219496527348,福島県いわき市小名浜字辰巳町７９番地３Ｆ
いわき平店,37.0532722802088,140.88843893494598,福島県いわき市平中町３－１
４号線本宮店,37.5131762525242,140.3956760325455,福島県本宮市万世１５５－１
いわき泉店,36.94244141273092,140.8540117608332,福島県いわき市泉町下川字薬師前７７－２
郡山並木店,37.40841923825548,140.3610720225456,福島県郡山市並木３ー２ー１６
真鍋新町店,36.08944173431136,140.20767374143787,茨城県土浦市真鍋新町２０－３６
つくば学園店,36.076377592889166,140.1036339564786,茨城県つくば市小野崎字千駄苅２９３－１
牛久店,35.991949641469155,140.14516391316087,茨城県牛久市猪子町８０６－１
古河店,36.20486377437752,139.74144287005234,茨城県古河市大字西牛ケ谷２６０
日立金沢店,36.540411341539205,140.6217889828994,茨城県日立市金沢町４－１－１６
那珂町店,36.44816345146491,140.50192977857517,茨城県那珂市竹ノ内３－６－５
守谷ジョイフル本田店,35.93850472918798,139.9877119817866,茨城県守谷市松ヶ丘３－８
５０号下館店,36.295160607794585,139.9403029679788,茨城県筑西市玉戸１０１８
５０号水戸赤塚店,36.38695940204592,140.41653991425457,茨城県水戸市赤塚２－２００５－１０
水海道バイパス店,36.01824650866475,139.99598189655123,茨城県常総市水海道渕頭町４５６６
５１号潮来店,35.95099857368523,140.5671248872821,茨城県潮来市須賀２８３７－１
５０号岩瀬店,36.36504554284815,140.10570481642517,茨城県桜川市御領１－６５
イオン東海店,36.463641560489116,140.56689193093902,茨城県那珂郡東海村舟石川駅東４－１－１
那珂町ＤＣＭ店,36.42836939102132,140.51509200152364,茨城県那珂市菅谷１６１４
５１号大洗インター店,36.33312040464912,140.55380081202182,茨城県水戸市塩崎町８７６－１
ひたちなか昭和通り店,36.395484564386734,140.5373887267936,茨城県ひたちなか市東石川字宮下１０１５－１
牛久カスミ店,35.96865550074658,140.1516637654666,茨城県牛久市神谷６－１－３
５０号笠間店,36.39362351023061,140.25060986943592,茨城県笠間市赤坂４－４
竜ヶ崎ニュータウン店,35.93100872488393,140.17546496221271,茨城県龍ケ崎市中根台４－９－２
土浦田中店,36.08435571896632,140.19016182859772,茨城県土浦市田中１－１３１２
６号線千代田町店,36.13139749494931,140.22588600752786,茨城県かすみがうら市上稲吉１９４３－１４
４０８つくば大曽根店,36.13790950291806,140.08228378130073,茨城県つくば市筑穂１－１－２
５０号結城バイパス店,36.28688769171868,139.87020402394714,茨城県結城市下り松６－１－２
高萩モールベイシア店,36.72849542417266,140.7157017735825,茨城県高萩市下手綱１０６９
１２５三和店,36.20114057770739,139.81293302374573,茨城県古河市諸川１２４１－１
１２５阿見店,36.041292497037745,140.20954585507073,茨城県稲敷郡阿見町中郷２－３０－３
１１８水戸中河内店,36.40521856686637,140.46101480347008,茨城県水戸市中河内町２６２３－２
６号線水戸住吉店,36.33581152058878,140.47471574476126,茨城県水戸市住吉町９６－１
西代パルナ店,35.91823452839134,140.48792376846396,茨城県稲敷市西代１４９５
２９４新守谷店,35.9656635378938,139.98507692666948,茨城県守谷市御所ケ丘１－２－２
２４５ひたちなか店,36.401354552824046,140.5808758958897,茨城県ひたちなか市馬渡字砂久保５４７－１
５０号水戸大塚店,36.38621856237955,140.393193875711,茨城県水戸市大塚町１５３９－１
総和とりせん店,36.16741374754297,139.76838405388415,茨城県古河市下大野２００８－１
２９４石下店,36.109339755542706,139.983127016328,茨城県常総市大字新石下１６０３－１
佐貫駅前店,35.93003671867961,140.13851285828892,茨城県龍ケ崎市佐貫町６４６
岩井店,36.05072661729085,139.88940991292827,茨城県坂東市岩井３４５２－１
６号線大津店,36.838055455625266,140.78373093487806,茨城県北茨城市大津町２６８５－１
２９４下館一本松店,36.295349734816085,139.97018290823905,茨城県筑西市一本松１５３３－１
１２４波崎店,35.74886772454029,140.82241067426054,茨城県神栖市波崎８５１５－１
江戸崎パンプ店,35.95923854607671,140.31613882262877,茨城県稲敷市江戸崎甲４８３６
土浦天川店,36.06569956549648,140.18269490231233,茨城県土浦市中高津３－５－９
６号線藤代店,35.91943876844233,140.10864082760523,茨城県取手市谷中２０８－１
日立小木津店,36.63022651499413,140.68402177446202,茨城県日立市相田町１－８－５
日立豊浦カスミ店,36.665778517661444,140.69117796437897,茨城県日立市川尻町５－３－１７
日立カインズホーム店,36.49151944266341,140.60417396169294,茨城県日立市留町字前川１２７０－２カインズホーム日立店内
千代田モールヨークベニマル店,36.1264537295901,140.230298893767,茨城県かすみがうら市下稲吉逆西２６３３－７
坂東ヨークタウン店,36.03835556387882,139.8911938798167,茨城県坂東市辺田１１０４－１
イオンモール水戸内原店,36.37539552123427,140.35943192769622,茨城県水戸市内原２－１
北茨城中郷店,36.7814563398527,140.73486284170693,茨城県北茨城市中郷町上桜井２２５９
ひたちなか高場店,36.42072563994877,140.53891696874632,茨城県ひたちなか市高場１１３９－１
イオンタウン水戸南店,36.31068650175018,140.44162294980183,茨城県東茨城郡茨城町長岡３４８０―１０１
イオンタウン守谷店,35.9451476911386,139.9914150062014,茨城県守谷市百合ケ丘３－２４９－１
１１８常陸大宮店,36.540718472095236,140.4102108660368,茨城県常陸大宮市石沢１８６３－１
イーアスつくば店,36.08611652171954,140.08429880914397,茨城県つくば市研究学園５－１９
イオンモール土浦店,36.08034174768502,140.1807219634642,茨城県土浦市上高津３６７イオン土浦ＳＣ内３階フードコート
５０号水戸大工町店,36.38081565803476,140.4568659125555,茨城県水戸市大工町２－６－３３
ＪＲ水戸駅店,36.370715660115,140.4758588929458,茨城県水戸市宮町１－１－１
荒川沖東店,36.026744724074774,140.16991982033048,茨城県土浦市荒川沖東２－１８－５
